id,web_name,first_name,second_name,team,team_code,element_type,position,now_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,form,points_per_game,selected_by_percent,status,tackles,recoveries,clearances_blocks_interceptions,defensive_contribution
49,Iling Jr,Samuel,Iling-Junior,Aston Villa,7,3,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
50,Burrowes,Bradley,Burrowes,Aston Villa,7,3,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.6,a,0,0,0,0
51,George Hemmings,George,Hemmings,Aston Villa,7,3,MID,45,9,297,0,0,1,7,0,0,0,0,0,0,0,34,25.2,40.9,25.0,9.1,4,0.07,0.16,0.23,6.26,1.8,1.8,1.2,a,6,10,3,19
52,Alysson,Alysson Edward Franco,da Rocha dos Santos,Aston Villa,7,3,MID,50,8,87,1,0,0,2,0,0,0,1,0,0,0,34,39.8,4.9,25.0,7.0,0,0.06,0.00,0.06,2.40,1.6,2.0,0.1,d,2,4,2,8
53,Manzambi,Johan,Manzambi,Aston Villa,7,3,MID,59,14,98,1,1,1,1,0,0,0,0,0,0,2,48,2.6,4.0,0.0,0.7,1,0.44,0.24,0.68,1.54,2.8,7.0,0.3,a,2,5,2,9
54,Gomes,Joao,Gomes,Aston Villa,7,3,MID,55,2,129,0,0,0,6,0,0,0,0,1,0,0,11,1.0,11.0,0.0,1.2,2,0.00,0.03,0.03,4.14,0.4,1.0,0.0,a,9,5,6,20
55,Watkins,Ollie,Watkins,Aston Villa,7,4,FWD,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,2.6,u,0,0,0,0
56,Abraham,Tammy,Abraham,Aston Villa,7,4,FWD,55,4,71,0,0,0,3,0,0,0,0,0,0,0,13,3.2,3.8,2.0,0.9,0,0.00,0.00,0.00,2.69,0.8,1.0,0.2,a,1,1,0,2
160,Garnacho,Alejandro,Garnacho Ferreyra,Aston Villa,7,3,MID,58,3,31,0,0,0,0,0,0,0,0,0,0,0,9,1.2,3.6,0.0,0.5,0,0.00,0.00,0.00,0.49,0.6,1.0,0.3,a,0,2,0,2
166,N.Jackson,Nicolas,Jackson,Aston Villa,7,4,FWD,65,10,286,1,0,1,2,0,0,0,2,0,0,1,52,5.4,25.4,24.0,5.3,4,0.68,0.60,1.28,2.75,2.0,2.5,1.3,a,0,8,1,9
582,Madjo,Brian,Madjo,Aston Villa,7,4,FWD,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.2,i,0,0,0,0
596,Ruggeri,Matteo,Ruggeri,Aston Villa,7,2,DEF,45,5,113,0,0,0,2,0,0,0,0,0,0,0,17,6.6,2.6,0.0,0.9,1,0.03,0.02,0.05,2.05,1.0,1.7,0.1,a,2,11,14,16
597,Suzuki,Zion,Suzuki,Aston Villa,7,1,GKP,50,16,360,0,0,1,5,0,0,0,0,0,15,3,80,79.4,0.0,0.0,8.0,4,0.00,0.01,0.01,5.45,3.2,4.0,1.9,a,0,43,8,0
606,Rowe,Triston,Rowe,Aston Villa,7,2,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.2,a,0,0,0,0
607,Lynch,Luka,Lynch,Aston Villa,7,3,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,u,0,0,0,0
611,Wan-Bissaka,Aaron,Wan-Bissaka,Aston Villa,7,2,DEF,45,6,152,0,0,0,2,0,0,0,0,0,0,0,24,32.4,15.0,0.0,4.7,2,0.00,0.07,0.07,3.27,1.5,1.5,0.2,a,9,1,12,21
618,Goretzka,Leon,Goretzka,Aston Villa,7,3,MID,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,i,0,0,0,0
630,Harwood-Bellis,Taylor,Harwood-Bellis,Aston Villa,7,2,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
631,Mbaye,Ibrahim,Mbaye,Aston Villa,7,3,MID,60,2,33,0,0,0,3,0,0,0,0,0,0,0,8,9.0,15.2,19.0,4.3,0,0.02,0.13,0.15,1.64,0.7,1.0,0.1,a,1,1,0,2
667,Wright,James,Wright,Aston Villa,7,1,GKP,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
57,Petrović,Đorđe,Petrović,Bournemouth,91,1,GKP,45,9,450,0,0,0,8,0,0,0,0,0,11,0,45,74.0,0.0,0.0,7.4,5,0.00,0.00,0.00,6.95,1.8,1.8,3.0,a,0,43,6,0
58,Forster,Fraser,Forster,Bournemouth,91,1,GKP,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,3.5,a,0,0,0,0
59,Dennis,Will,Dennis,Bournemouth,91,1,GKP,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,u,0,0,0,0
60,Hill,James,Hill,Bournemouth,91,2,DEF,55,12,450,0,0,0,8,0,0,0,1,0,0,0,43,76.0,64.2,6.0,14.6,5,0.00,0.79,0.79,6.95,2.4,2.4,0.8,a,9,11,41,50
61,Truffert,Adrien,Truffert,Bournemouth,91,2,DEF,55,10,450,0,0,0,8,0,0,0,1,0,0,2,53,92.0,58.7,34.0,18.6,5,0.11,0.29,0.40,6.95,2.0,2.0,3.1,a,17,24,28,45
62,Diakité,Bafodé,Diakité,Bournemouth,91,2,DEF,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.2,a,0,0,0,0
63,Milosavljević,Veljko,Milosavljevic,Bournemouth,91,2,DEF,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,i,0,0,0,0
64,Smith,Adam,Smith,Bournemouth,91,2,DEF,45,4,434,0,0,0,8,0,0,0,3,0,0,0,14,43.6,43.6,4.0,9.1,5,0.01,0.09,0.10,6.70,0.8,0.8,0.1,a,5,15,16,21
65,J.Araujo,Julián,Araujo Zúñiga,Bournemouth,91,2,DEF,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,i,0,0,0,0
66,Soler,Julio,Soler Barreto,Bournemouth,91,2,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.3,a,0,0,0,0
67,Rayan,Rayan Vitor,Simplício Rocha,Bournemouth,91,3,MID,63,10,434,0,0,0,7,0,0,0,0,0,0,0,45,22.0,33.5,91.0,14.7,5,0.87,0.43,1.30,6.35,2.0,2.0,1.6,a,5,4,6,15
68,Tavernier,Marcus,Tavernier,Bournemouth,91,3,MID,61,31,424,3,0,0,8,0,0,0,2,0,0,8,153,151.0,127.0,143.0,42.1,5,1.70,0.92,2.62,6.54,6.2,6.2,6.6,a,11,26,5,42
69,Scott,Alex,Scott,Bournemouth,91,3,MID,61,30,446,1,2,1,7,0,0,0,1,0,0,5,129,94.6,105.9,43.0,24.3,5,0.64,0.42,1.06,6.82,6.0,6.0,5.7,a,9,36,15,60
70,Kluivert,Justin,Kluivert,Bournemouth,91,3,MID,60,15,294,1,0,2,3,0,0,0,1,0,0,1,64,62.2,46.5,120.0,22.5,4,0.99,0.08,1.07,4.48,3.0,3.8,1.0,i,4,16,2,22
71,Cook,Lewis,Cook,Bournemouth,91,3,MID,50,8,180,0,0,2,1,0,0,0,1,0,0,0,25,9.0,15.5,0.0,2.5,2,0.00,0.01,0.01,4.20,1.6,1.6,0.2,a,1,6,7,14
72,Gannon-Doak,Ben,Gannon-Doak,Bournemouth,91,3,MID,49,4,12,0,0,0,1,0,0,0,0,0,0,0,15,3.8,2.1,14.0,2.0,0,0.12,0.05,0.17,0.60,0.8,1.0,0.1,a,2,5,0,7
73,Adams,Tyler,Adams,Bournemouth,91,3,MID,50,12,279,0,0,0,7,0,0,0,0,0,0,0,52,30.4,19.3,7.0,5.7,3,0.03,0.07,0.10,2.74,2.4,2.4,0.3,a,7,22,12,41
74,Brooks,David,Brooks,Bournemouth,91,3,MID,50,3,45,0,0,0,2,0,0,0,1,0,0,0,8,4.2,1.9,2.0,0.8,0,0.00,0.07,0.07,0.75,0.6,0.8,0.1,a,0,3,2,5
75,Christie,Ryan,Christie,Bournemouth,91,3,MID,50,5,102,0,0,0,2,0,0,0,0,0,0,0,15,9.4,14.7,4.0,2.8,1,0.50,0.13,0.63,1.64,1.0,1.2,0.0,a,1,10,3,14
76,Tóth.A,Alex,Tóth,Bournemouth,91,3,MID,49,2,17,0,0,0,2,0,0,0,0,0,0,0,8,2.8,0.6,0.0,0.3,0,0.00,0.00,0.00,0.56,0.4,1.0,0.0,a,1,1,0,2
77,Adli,Amine,Adli,Bournemouth,91,3,MID,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,i,0,0,0,0
78,Kroupi.Jr,Junior,Kroupi,Bournemouth,91,3,MID,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.2,i,0,0,0,0
79,Evanilson,Francisco Evanilson,de Lima Barbosa,Bournemouth,91,4,FWD,60,18,424,0,3,2,5,0,0,0,1,0,0,0,66,60.4,79.2,49.0,18.8,5,0.87,0.52,1.39,6.45,3.6,3.6,3.2,a,3,13,11,27
80,Enes Ünal,Enes,Ünal,Bournemouth,91,4,FWD,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
81,Rodríguez,Álvaro,Rodríguez,Bournemouth,91,4,FWD,60,2,10,0,0,0,1,0,0,0,0,0,0,0,7,0.0,0.5,0.0,0.1,0,0.00,0.00,0.00,0.18,0.4,1.0,0.1,a,0,1,0,1
566,Silva,António João,Pereira de Albuquerque Tavares da Silva,Bournemouth,91,2,DEF,50,13,450,0,0,0,8,0,0,0,2,0,0,0,30,91.8,8.6,41.0,14.1,5,0.85,0.29,1.14,6.95,2.6,2.6,0.4,a,5,14,51,56
573,Sanchez,Juanlu,Sánchez,Bournemouth,91,2,DEF,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.2,a,0,0,0,0
608,Jebbison,Daniel,Jebbison,Bournemouth,91,4,FWD,50,3,31,0,0,0,2,0,0,0,0,0,0,0,13,3.4,0.8,17.0,2.1,0,0.10,0.00,0.10,0.61,0.6,1.0,0.1,a,0,1,0,1
615,Di Gregorio,Michele,Di Gregorio,Bournemouth,91,1,GKP,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
82,Kelleher,Caoimhín,Kelleher,Brentford,94,1,GKP,50,20,450,0,0,2,4,0,0,0,0,0,17,0,97,101.6,0.0,0.0,10.1,5,0.00,0.01,0.01,6.32,4.0,4.0,6.1,a,0,34,7,0
83,Valdimarsson,Hákon Rafn,Valdimarsson,Brentford,94,1,GKP,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,a,0,0,0,0
84,Collins,Nathan,Collins,Brentford,94,2,DEF,54,10,196,0,0,1,1,0,0,0,1,0,0,0,39,40.6,22.4,51.0,11.4,3,0.51,0.05,0.56,2.13,2.0,3.3,1.0,i,2,11,15,17
85,Van den Berg,Sepp,van den Berg,Brentford,94,2,DEF,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,i,0,0,0,0
86,Lewis-Potter,Keane,Lewis-Potter,Brentford,94,3,MID,55,22,406,1,1,2,4,0,0,0,0,0,0,3,85,94.6,94.2,49.0,23.7,5,1.21,0.79,2.00,5.69,4.4,4.4,1.7,a,6,15,17,38
87,Ajer,Kristoffer,Ajer,Brentford,94,2,DEF,45,21,450,0,0,2,4,0,0,0,1,0,0,1,73,84.8,22.7,45.0,15.3,5,0.13,0.08,0.21,6.32,4.2,4.2,4.0,a,4,11,46,50
88,Kayode,Michael,Kayode,Brentford,94,2,DEF,46,23,294,1,0,2,1,0,0,0,0,0,0,1,72,61.2,31.9,56.0,14.9,4,0.55,0.43,0.98,3.24,4.6,4.6,7.7,a,2,14,14,16
89,Henry,Rico,Henry,Brentford,94,2,DEF,44,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.2,1.0,0.2,a,0,0,0,0
90,Hickey,Aaron,Hickey,Brentford,94,2,DEF,45,5,152,0,0,0,3,0,0,0,0,0,0,0,17,21.6,7.5,6.0,3.5,1,0.03,0.06,0.09,3.07,1.0,1.0,0.1,a,4,8,13,17
92,Ji-soo,Kim,Ji-soo,Brentford,94,2,DEF,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
93,Schuster,Jannik,Schuster,Brentford,94,2,DEF,45,21,253,0,1,1,3,0,0,0,0,0,0,3,59,39.4,0.7,12.0,5.2,2,0.10,0.54,0.64,4.19,4.2,7.0,0.2,a,3,6,35,38
94,Schade,Kevin,Schade,Brentford,94,3,MID,61,39,447,3,2,2,4,0,0,0,0,0,0,6,138,134.8,44.5,129.0,30.8,5,1.52,0.32,1.84,6.32,7.8,7.8,9.7,a,7,21,6,34
95,O.Dango,Dango,Ouattara,Brentford,94,3,MID,63,7,179,0,0,1,1,0,0,0,0,0,0,0,34,25.2,59.3,23.0,10.8,2,0.09,0.39,0.48,2.81,1.4,1.4,0.5,a,2,17,9,28
96,Damsgaard,Mikkel,Damsgaard,Brentford,94,3,MID,54,16,283,0,1,2,1,0,0,0,0,0,0,3,74,34.2,95.0,37.0,16.6,3,0.17,0.73,0.90,3.06,3.2,3.2,0.4,a,7,18,6,31
97,Jensen,Mathias,Jensen,Brentford,94,3,MID,54,6,66,0,1,1,0,0,0,0,0,0,0,0,22,12.6,46.2,13.0,7.2,1,0.08,0.34,0.42,0.47,1.2,6.0,0.1,i,2,3,0,5
98,Janelt,Vitaly,Janelt,Brentford,94,3,MID,50,28,450,2,0,2,4,0,0,0,3,0,0,3,109,146.0,91.7,45.0,28.3,5,0.53,0.44,0.97,6.32,5.6,5.6,2.5,a,17,20,27,64
99,Milambo,Antoni,Milambo,Brentford,94,3,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,i,0,0,0,0
100,Carvalho,Fábio,Freitas Gouveia Carvalho,Brentford,94,3,MID,50,6,3,1,0,0,0,0,0,0,0,0,0,0,23,0.0,0.0,0.0,0.0,0,0.43,0.00,0.43,0.13,1.2,6.0,0.0,a,0,0,0,0
102,Yarmoliuk,Yehor,Yarmoliuk,Brentford,94,3,MID,48,9,216,0,1,1,4,0,0,0,1,0,0,0,50,29.6,39.5,13.0,8.3,2,0.10,0.30,0.40,4.58,1.8,1.8,0.7,a,5,14,7,26
103,Dasilva,Josh,Dasilva,Brentford,94,3,MID,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,i,0,0,0,0
105,Anthony,Jaidon,Anthony,Brentford,94,3,MID,59,15,267,1,0,2,3,0,0,0,1,0,0,2,59,28.4,78.3,21.0,12.7,3,1.15,0.54,1.69,3.50,3.0,3.0,0.1,a,4,16,6,26
106,Thiago,Igor Thiago,Nascimento Rodrigues,Brentford,94,4,FWD,78,10,442,1,0,2,4,0,0,1,2,0,0,0,37,20.6,27.6,116.0,16.2,5,3.13,0.16,3.29,6.25,2.0,2.0,9.0,a,3,12,4,19
107,Furo,Kaye,Furo,Brentford,94,4,FWD,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.9,i,0,0,0,0
108,Wilson,Callum,Wilson,Brentford,94,4,FWD,54,3,13,0,0,0,0,0,0,0,0,0,0,0,9,3.2,10.4,12.0,2.6,0,0.07,0.04,0.11,0.15,0.6,1.0,0.3,a,0,1,1,2
565,M.Sangaré,Mamadou,Sangaré,Brentford,94,3,MID,56,22,321,0,2,1,3,0,0,0,2,0,0,3,76,74.2,57.8,40.0,16.9,4,0.41,0.65,1.06,4.31,4.4,4.4,10.4,a,14,22,12,48
620,Diouf,El Hadji Malick,Diouf,Brentford,94,2,DEF,45,2,39,0,0,0,0,0,0,0,0,0,0,0,7,3.4,1.0,0.0,0.4,0,0.00,0.01,0.01,0.63,0.5,1.0,0.1,a,0,1,2,2
657,Nunes,Gustavo,Nunes Fernandes Gomes,Brentford,94,3,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
660,Fredrick,Benjamin,Fredrick,Brentford,94,2,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
661,Balcombe,Ellery,Balcombe,Brentford,94,1,GKP,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
109,Verbruggen,Bart,Verbruggen,Brighton,36,1,GKP,45,23,450,0,0,3,5,0,0,0,0,0,12,0,107,93.8,3.0,0.0,9.7,5,0.00,0.20,0.20,8.67,4.6,4.6,21.7,a,0,34,3,0
111,Steele,Jason,Steele,Brighton,36,1,GKP,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,4.2,a,0,0,0,0
113,F.Kadıoğlu,Ferdi,Kadıoğlu,Brighton,36,2,DEF,44,13,332,0,0,2,5,0,0,0,1,0,0,0,46,21.8,44.6,27.0,9.4,4,0.12,0.13,0.25,7.55,2.6,3.2,1.6,a,1,8,9,10
114,Boscagli,Olivier,Boscagli,Brighton,36,2,DEF,45,19,437,0,0,3,5,0,0,0,1,0,0,0,93,64.2,110.5,19.0,19.4,5,0.07,0.53,0.60,8.45,3.8,3.8,0.3,a,4,17,25,29
115,De Cuyper,Maxim,De Cuyper,Brighton,36,2,DEF,49,38,423,1,3,3,5,0,0,0,2,0,0,5,132,93.8,138.0,53.0,28.6,5,1.55,0.67,2.22,8.58,7.6,7.6,26.5,a,8,18,8,16
116,Dunk,Lewis,Dunk,Brighton,36,2,DEF,45,22,360,1,0,2,5,0,0,0,1,0,0,1,79,116.2,14.6,11.0,14.3,4,0.03,0.09,0.12,7.04,4.4,5.5,1.5,a,3,13,20,23
117,Coppola,Diego,Coppola,Brighton,36,2,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
118,Igor,Igor Julio,dos Santos de Paulo,Brighton,36,2,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
119,Costinha,João Pedro,Loureiro da Costa,Brighton,36,2,DEF,45,4,68,0,0,0,0,0,0,0,1,0,0,0,18,15.2,17.0,18.0,5.0,0,0.12,0.30,0.42,1.02,0.8,0.8,0.0,a,1,1,6,7
120,Svoboda,Michael,Svoboda,Brighton,36,2,DEF,50,1,4,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.14,0.2,1.0,0.1,a,1,1,0,1
121,Mitoma,Mitoma,Kaoru,Brighton,36,3,MID,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,i,0,0,0,0
122,Minteh,Yankuba,Minteh,Brighton,36,3,MID,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,i,0,0,0,0
123,Hinshelwood,Jack,Hinshelwood,Brighton,36,3,MID,59,16,63,2,0,1,0,0,0,0,0,0,0,3,54,72.8,13.4,59.0,14.5,1,1.41,0.02,1.43,0.19,3.2,16.0,0.6,i,2,1,0,3
124,Groß,Pascal,Groß,Brighton,36,3,MID,58,47,450,3,4,3,5,0,0,0,2,0,0,9,166,152.6,185.7,68.0,40.3,5,1.77,0.86,2.63,8.67,9.4,9.4,25.9,a,7,10,9,26
125,Georginio,Georginio,Rutter,Brighton,36,4,FWD,53,6,104,0,1,1,0,0,0,0,0,0,0,0,24,19.8,11.4,15.0,4.6,1,0.17,0.45,0.62,1.03,1.2,3.0,0.5,a,2,6,1,9
126,O'Riley,Matt,O'Riley,Brighton,36,3,MID,54,2,10,0,0,0,0,0,0,0,0,0,0,0,6,2.2,10.5,0.0,1.3,0,0.28,0.01,0.29,0.18,0.4,1.0,0.1,a,0,1,2,3
127,Gomez,Diego,Gómez Amarilla,Brighton,36,3,MID,50,24,433,0,3,3,5,0,0,0,0,0,0,0,80,55.2,80.8,122.0,25.8,5,0.79,0.78,1.57,8.49,4.8,4.8,4.1,a,13,16,7,36
128,Buonanotte,Facundo,Buonanotte,Brighton,36,3,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
129,Ayari,Yasin,Ayari,Brighton,36,3,MID,54,15,333,1,0,3,1,0,0,0,1,0,0,0,71,50.4,36.6,51.0,13.4,4,0.70,0.18,0.88,5.64,3.0,3.8,0.4,a,2,15,4,21
130,Wieffer,Mats,Wieffer,Brighton,36,2,DEF,49,7,156,0,0,1,4,0,0,0,0,0,0,1,38,37.0,35.5,10.0,8.3,2,0.12,0.13,0.25,3.18,1.4,3.5,0.2,i,4,9,11,15
132,Howell,Harry,Howell,Brighton,36,3,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
133,Watson,Tom,Watson,Brighton,36,3,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
134,Oriola,Nehemiah,Oriola,Brighton,36,3,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.2,a,0,0,0,0
135,Yohanna,Zadok,Yohanna,Brighton,36,3,MID,49,1,12,0,0,0,0,0,0,0,0,0,0,0,3,0.2,1.3,0.0,0.2,0,0.00,0.03,0.03,0.00,0.2,1.0,0.0,i,0,0,0,0
137,Tzimas,Stefanos,Tzimas,Brighton,36,4,FWD,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,i,0,0,0,0
138,Kostoulas,Charalampos,Kostoulas,Brighton,36,4,FWD,55,28,353,2,3,2,5,0,0,0,1,0,0,3,105,47.6,27.8,89.0,16.3,4,1.35,0.06,1.41,7.67,5.6,5.6,2.8,a,4,18,5,27
139,Ferguson,Evan,Ferguson,Brighton,36,4,FWD,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,i,0,0,0,0
328,Struijk,Pascal,Struijk,Brighton,36,2,DEF,49,7,98,0,0,1,0,0,0,0,1,0,0,0,31,11.4,0.9,0.0,1.2,1,0.16,0.01,0.17,1.70,1.4,2.3,0.2,a,1,6,9,10
504,Vuskovic,Luka,Vušković,Brighton,36,2,DEF,50,32,437,1,0,3,5,0,0,0,0,0,0,2,98,107.6,16.4,70.0,19.4,5,0.46,0.07,0.53,8.45,6.4,6.4,3.4,a,6,17,37,43
594,David,Promise,David,Brighton,36,4,FWD,59,1,23,0,0,0,0,0,0,0,1,0,0,0,-4,0.0,3.7,4.0,0.4,0,0.42,0.00,0.42,0.14,0.2,0.5,0.2,a,0,0,0,0
600,Osman,Ibrahim,Osman,Brighton,36,3,MID,50,3,40,0,0,0,1,0,0,0,0,0,0,0,15,7.2,17.8,19.0,4.2,0,0.05,0.07,0.12,0.32,0.6,1.0,0.0,a,1,3,0,4
605,Yalcouyé,Malick,Yalcouyé,Brighton,36,3,MID,45,20,236,2,0,1,4,0,0,0,0,0,0,1,96,107.0,60.0,105.0,27.2,3,1.46,0.45,1.91,6.57,4.0,4.0,4.0,a,6,7,6,19
614,Hadjam,Jaouen,Hadjam,Brighton,36,2,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
624,Cozier-Duberry,Amario,Cozier-Duberry,Brighton,36,3,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
639,Andrés,José María,Andrés Baixauli,Brighton,36,3,MID,55,12,109,1,1,1,0,0,0,0,0,0,0,0,37,18.8,13.1,2.0,3.4,1,0.52,0.12,0.64,1.70,4.0,6.0,0.0,a,1,8,4,13
652,Azeez,Femi,Azeez,Brighton,36,3,MID,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,i,0,0,0,0
658,Ibrahim,Younes,Ibrahim,Brighton,36,3,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
28,Martinez,Emiliano,Martínez Romero,Chelsea,8,1,GKP,50,9,360,0,0,0,10,0,0,0,0,0,18,0,61,119.0,20.0,0.0,13.9,4,0.00,0.01,0.01,7.49,1.8,2.2,4.8,a,0,37,1,0
