id,web_name,first_name,second_name,team,team_code,element_type,position,now_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,form,points_per_game,selected_by_percent,status,tackles,recoveries,clearances_blocks_interceptions,defensive_contribution
639,Andrés,José María,Andrés Baixauli,Brighton,36,3,MID,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
652,Azeez,Femi,Azeez,Brighton,36,3,MID,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,i,0,0,0,0
28,Martinez,Emiliano,Martínez Romero,Chelsea,8,1,GKP,50,5,180,0,0,0,5,0,0,0,0,0,12,0,44,99.4,20.0,0.0,11.9,2,0.00,0.01,0.01,3.46,1.7,2.5,4.9,a,0,21,1,0
40,Rogers,Morgan,Rogers,Chelsea,8,3,MID,76,19,257,2,1,0,7,0,0,0,1,0,0,1,87,105.8,113.6,68.0,28.7,3,1.18,1.14,2.32,4.70,6.3,6.3,27.9,a,3,13,1,17
101,Henderson,Jordan,Henderson,Chelsea,8,3,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,d,0,0,0,0
136,Welbeck,Danny,Welbeck,Chelsea,8,4,FWD,59,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,2.0,0.2,0,0.00,0.00,0.00,0.00,0.3,1.0,0.8,a,0,0,0,0
140,Sánchez,Robert,Lynch Sánchez,Chelsea,8,1,GKP,49,2,90,0,0,0,2,0,0,0,0,0,4,0,6,21.4,0.0,0.0,2.1,1,0.00,0.01,0.01,1.33,0.7,2.0,1.1,u,0,5,1,0
141,Jörgensen,Filip,Jörgensen,Chelsea,8,1,GKP,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
142,James,Reece,James,Chelsea,8,2,DEF,54,2,202,0,0,0,5,0,0,0,1,0,0,0,13,36.4,32.2,34.0,10.3,2,0.17,0.12,0.29,3.52,0.7,0.7,7.9,a,0,11,9,9
143,Chalobah,Trevoh,Chalobah,Chelsea,8,2,DEF,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,u,0,0,0,0
144,Gusto,Malo,Gusto,Chelsea,8,2,DEF,50,3,195,0,0,0,5,0,0,0,0,0,0,0,5,18.0,13.9,7.0,3.9,2,0.04,0.05,0.09,2.66,1.0,1.0,1.1,a,4,9,6,10
145,Fofana,Wesley,Fofana,Chelsea,8,2,DEF,50,3,157,0,0,0,4,0,0,0,1,0,0,0,14,59.2,23.7,0.0,8.3,2,0.00,0.05,0.05,3.31,1.0,1.5,0.1,a,3,3,23,26
146,B.Badiashile,Benoît,Badiashile Mukinayi,Chelsea,8,2,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
148,Hato,Jorrel,Hato,Chelsea,8,2,DEF,45,8,213,0,2,0,7,0,0,0,0,0,0,0,22,73.2,44.2,13.0,13.1,3,0.01,0.11,0.12,4.37,2.7,2.7,0.8,a,6,7,9,15
149,Colwill,Levi,Samuels Colwill,Chelsea,8,2,DEF,49,1,161,0,0,0,4,0,0,0,1,0,0,0,8,19.2,2.0,7.0,2.9,2,0.01,0.03,0.04,2.64,0.3,0.5,1.2,a,3,5,10,13
150,M.Sarr,Mamadou,Sarr,Chelsea,8,2,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
151,Acheampong,Josh,Acheampong,Chelsea,8,2,DEF,45,5,202,0,0,0,5,0,0,0,0,0,0,0,9,41.6,4.1,6.0,5.1,2,0.00,0.02,0.02,3.52,1.7,1.7,0.4,a,6,7,13,19
152,Palestra,Marco,Palestra,Chelsea,8,2,DEF,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,1.1,d,0,0,0,0
154,Palmer,Cole,Palmer,Chelsea,8,3,MID,96,21,262,2,1,0,7,0,0,0,1,0,0,3,99,113.0,82.4,112.0,30.8,3,1.05,0.36,1.41,4.70,7.0,7.0,21.7,a,4,14,2,20
156,Neto,Pedro,Lomba Neto,Chelsea,8,3,MID,65,10,161,1,0,0,4,0,0,0,0,0,0,0,51,56.6,53.5,56.0,16.6,2,0.47,0.43,0.90,3.53,3.3,3.3,1.3,a,2,8,5,15
157,Estêvão,Estêvão,Almeida de Oliveira Gonçalves,Chelsea,8,3,MID,64,2,16,0,0,0,0,0,0,0,0,0,0,0,8,3.4,0.8,17.0,2.2,0,0.04,0.00,0.04,0.09,0.7,1.0,0.8,a,0,1,0,1
158,Gittens,Jamie,Bynoe-Gittens,Chelsea,8,3,MID,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
159,Caicedo,Moisés,Caicedo Corozo,Chelsea,8,3,MID,54,1,13,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,0,0.00,0.00,0.00,0.07,0.3,1.0,1.7,d,0,0,0,0
161,Lavia,Roméo,Lavia,Chelsea,8,3,MID,50,9,190,1,0,0,6,0,0,0,1,0,0,0,47,58.4,24.2,66.0,14.9,3,0.75,0.04,0.79,4.22,3.0,3.0,0.2,a,5,10,7,22
163,D.Essugo,Dário,Luís Essugo,Chelsea,8,3,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,u,0,0,0,0
164,Quenda,Geovany,Quenda,Chelsea,8,3,MID,54,1,8,0,0,0,0,0,0,0,0,0,0,0,2,1.2,0.3,2.0,0.4,0,0.00,0.00,0.00,0.09,0.3,1.0,0.0,a,0,0,1,1
165,João Pedro,João Pedro,Junqueira de Jesus,Chelsea,8,4,FWD,77,21,270,2,2,0,7,1,0,0,1,0,0,4,97,104.0,74.3,92.0,26.9,3,1.88,0.15,2.03,4.79,7.0,7.0,72.2,a,1,5,1,7
168,Marc Guiu,Marc,Guiu Paz,Chelsea,8,4,FWD,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.3,u,0,0,0,0
169,Mheuka,Shumaira,Mheuka,Chelsea,8,4,FWD,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.4,a,0,0,0,0
170,Emegha,Emmanuel,Emegha,Chelsea,8,4,FWD,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.2,a,0,0,0,0
200,Lacroix,Maxence,Lacroix,Chelsea,8,2,DEF,60,9,270,0,1,0,7,0,0,0,1,0,0,0,25,83.2,12.6,10.0,10.5,3,0.02,0.21,0.23,4.79,3.0,3.0,8.2,a,8,5,24,32
560,Penders,Mike,Penders,Chelsea,8,1,GKP,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,a,0,0,0,0
561,Anselmino,Aaron,Anselmino,Chelsea,8,2,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
568,Barco,Valentín,Barco,Chelsea,8,3,MID,55,1,8,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,4.0,0.2,0,0.04,0.00,0.04,0.07,0.3,1.0,0.1,a,0,0,1,1
583,Chavarria,Pep,Chavarría,Chelsea,8,2,DEF,49,3,73,0,0,0,1,0,0,0,0,0,0,0,6,11.2,2.5,6.0,2.0,0,0.00,0.02,0.02,0.51,1.0,1.0,0.2,a,2,3,4,6
91,Pinnock,Ethan,Pinnock,Coventry City,9,2,DEF,45,4,102,0,0,0,2,0,0,0,1,0,0,0,2,22.0,0.7,6.0,2.9,1,0.11,0.00,0.11,2.66,1.3,2.0,0.1,a,1,2,14,15
104,Onyeka,Frank,Onyeka,Coventry City,9,3,MID,49,4,152,0,0,0,4,0,0,0,0,0,0,0,13,4.0,2.0,0.0,0.6,2,0.00,0.01,0.01,3.05,1.3,2.0,0.1,a,2,7,3,12
110,Rushworth,Carl,Rushworth,Coventry City,9,1,GKP,45,5,270,0,0,0,5,0,0,0,0,0,5,0,23,43.6,0.0,0.0,4.4,3,0.00,0.01,0.01,4.72,1.7,1.7,1.0,a,0,29,3,0
171,Dovin,Oliver,Dovin,Coventry City,9,1,GKP,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,1.3,u,0,0,0,0
172,Wilson,Ben,Wilson,Coventry City,9,1,GKP,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.4,a,0,0,0,0
173,Thomas,Bobby,Thomas,Coventry City,9,2,DEF,40,15,257,0,0,1,4,0,0,0,0,0,0,2,58,60.8,32.7,25.0,11.8,3,0.24,0.19,0.43,4.18,5.0,5.0,8.7,a,2,11,29,31
174,Kitching,Liam,Kitching,Coventry City,9,2,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.5,u,0,0,0,0
175,van Ewijk,Milan,van Ewijk,Coventry City,9,2,DEF,40,6,270,0,0,0,5,0,0,0,1,0,0,0,12,42.8,41.1,10.0,9.4,3,0.00,0.26,0.26,4.72,2.0,2.0,11.2,a,5,10,15,20
176,Dasilva,Jay,Dasilva,Coventry City,9,2,DEF,40,5,264,0,0,0,5,0,0,0,0,0,0,0,21,50.8,26.0,17.0,9.5,3,0.18,0.15,0.33,4.72,1.7,1.7,0.7,a,4,7,12,16
177,Kesler-Hayden,Kaine,Kesler-Hayden,Coventry City,9,2,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,i,0,0,0,0
178,Bidwell,Jake,Bidwell,Coventry City,9,2,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,a,0,0,0,0
179,Latibeaudiere,Joel,Latibeaudiere,Coventry City,9,2,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
180,Woolfenden,Luke,Woolfenden,Coventry City,9,2,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,i,0,0,0,0
181,Brau,Miguel,Brau,Coventry City,9,2,DEF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
182,Amenda,Aurèle,Amenda,Coventry City,9,2,DEF,40,4,270,0,0,0,5,0,0,0,1,0,0,0,9,44.6,4.2,11.0,6.1,3,0.02,0.39,0.41,4.72,1.3,1.3,0.8,a,1,11,15,16
183,Rudoni,Jack,Rudoni,Coventry City,9,3,MID,50,6,152,0,0,1,1,0,0,0,0,0,0,0,24,26.8,60.0,54.0,14.1,2,0.50,0.18,0.68,1.48,2.0,2.0,0.1,a,3,10,3,16
184,Grimes,Matt,Grimes,Coventry City,9,3,MID,50,6,270,0,0,0,5,0,0,0,0,0,0,0,36,46.2,26.9,3.0,7.6,3,0.05,0.05,0.10,4.72,2.0,2.0,0.2,a,5,12,8,25
185,Sakamoto,Tatsuhiro,Sakamoto,Coventry City,9,3,MID,49,1,31,0,0,0,1,0,0,0,0,0,0,0,8,6.2,5.9,7.0,1.9,0,0.02,0.02,0.04,0.69,0.3,1.0,0.1,a,2,2,0,4
186,Mason-Clark,Ephron,Mason-Clark,Coventry City,9,3,MID,54,3,127,0,0,0,1,0,0,0,0,0,0,0,8,4.2,16.8,2.0,2.1,2,0.00,0.06,0.06,1.19,1.0,1.5,0.1,a,0,5,4,9
187,Eccles,Josh,Eccles,Coventry City,9,3,MID,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
188,Torp,Victor,Torp,Coventry City,9,3,MID,54,2,47,0,0,0,1,0,0,0,0,0,0,0,10,6.8,20.0,0.0,2.6,0,0.00,0.12,0.12,1.01,0.7,1.0,0.1,a,0,2,1,3
189,Shepherd,George,Shepherd,Coventry City,9,3,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.3,a,0,0,0,0
190,Tchaouna,Loum,Tchaouna,Coventry City,9,3,MID,55,4,166,0,0,0,3,0,0,0,0,0,0,0,27,17.0,49.3,29.0,9.6,2,0.19,0.18,0.37,2.73,1.3,1.3,0.1,a,1,9,5,15
191,Borges Rodrigues,Raphael,Borges Rodrigues,Coventry City,9,3,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,u,0,0,0,0
192,Andrews,Kai,Andrews,Coventry City,9,3,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.4,u,0,0,0,0
193,Wright,Haji,Wright,Coventry City,9,4,FWD,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,i,0,0,0,0
194,Thomas-Asante,Brandon,Thomas-Asante,Coventry City,9,4,FWD,50,4,120,0,0,0,4,0,0,0,0,0,0,0,20,8.0,3.4,4.0,1.6,1,0.00,0.02,0.02,3.24,1.3,1.3,0.8,a,0,5,6,11
195,Simms,Ellis,Simms,Coventry City,9,4,FWD,50,3,88,0,0,0,3,0,0,0,0,0,0,0,10,7.6,22.3,37.0,6.7,1,0.30,0.01,0.31,2.55,1.0,1.5,0.8,a,0,2,1,3
196,Markelo,Jahnoah,Markelo,Coventry City,9,4,FWD,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
197,Bassette,Norman,Bassette,Coventry City,9,4,FWD,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
492,Awoniyi,Taiwo,Awoniyi,Coventry City,9,4,FWD,55,5,180,0,0,0,2,0,0,0,0,0,0,0,16,13.6,35.3,68.0,11.7,2,1.24,0.03,1.27,2.18,1.7,1.7,0.7,a,0,6,3,9
575,Yirenkyi,Caleb,Yirenkyi,Coventry City,9,3,MID,49,5,158,0,0,1,3,0,0,0,1,0,0,0,23,10.4,19.4,7.0,3.3,2,0.03,0.13,0.16,2.53,1.7,1.7,0.2,a,0,11,5,16
584,Hamer,Gustavo,Hamer,Coventry City,9,3,MID,54,3,32,0,0,0,1,0,0,0,0,0,0,0,6,0.6,1.8,0.0,0.3,0,0.00,0.02,0.02,0.82,1.0,1.0,0.1,a,1,2,0,3
599,Cherif,Sidiki,Cherif,Coventry City,9,4,FWD,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,a,0,0,0,0
623,Bentley,Dan,Bentley,Coventry City,9,1,GKP,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.3,a,0,0,0,0
42,Guessand,Evann,Guessand,Crystal Palace,31,3,MID,55,2,54,0,0,0,1,0,0,0,0,0,0,0,6,5.4,2.1,7.0,1.5,0,0.03,0.03,0.06,0.34,0.7,1.0,0.0,a,1,0,1,2
153,Disasi,Axel,Disasi,Crystal Palace,31,2,DEF,45,4,106,0,0,0,3,0,0,0,0,0,0,0,12,32.6,13.3,2.0,4.8,1,0.00,0.04,0.04,3.34,1.3,2.0,0.1,a,5,9,9,14
198,Henderson,Dean,Henderson,Crystal Palace,31,1,GKP,50,5,270,0,0,0,8,0,0,0,0,0,12,0,37,96.8,0.0,0.0,9.6,3,0.00,0.00,0.00,6.47,1.7,1.7,1.9,a,0,31,6,0
199,Benitez,Walter,Benítez,Crystal Palace,31,1,GKP,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,a,0,0,0,0
202,Richards,Chris,Richards,Crystal Palace,31,2,DEF,50,4,270,0,0,0,8,0,0,0,0,0,0,0,17,86.4,1.3,24.0,11.1,3,0.08,0.00,0.08,6.47,1.3,1.3,0.7,a,5,7,26,31
203,Canvot,Jaydee,Canvot,Crystal Palace,31,2,DEF,49,2,270,0,0,0,8,0,0,0,0,0,0,0,12,63.2,8.1,5.0,7.6,3,0.05,0.01,0.06,6.47,0.7,0.7,0.2,a,7,6,17,24
204,Mitchell,Tyrick,Mitchell,Crystal Palace,31,2,DEF,45,16,253,2,0,0,8,0,0,0,0,0,0,2,32,101.2,46.1,56.0,20.3,3,0.77,0.18,0.95,5.90,5.3,5.3,5.5,a,6,7,10,16
205,Sosa,Borna,Sosa,Crystal Palace,31,2,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
206,Chadi Riad,Chadi,Riad Dnanou,Crystal Palace,31,2,DEF,44,1,72,0,0,0,2,0,0,0,0,0,0,0,7,12.6,1.3,0.0,1.4,1,0.00,0.01,0.01,0.98,0.3,1.0,0.0,i,1,3,6,7
207,Mingueza,Oscar,Mingueza,Crystal Palace,31,2,DEF,44,2,16,0,0,0,1,0,0,0,0,0,0,0,5,3.2,0.4,0.0,0.3,0,0.00,0.00,0.00,0.33,0.7,1.0,0.1,a,2,1,0,2
208,Sarr,Ismaïla,Sarr,Crystal Palace,31,3,MID,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.9,i,0,0,0,0
210,Wharton,Adam,Wharton,Crystal Palace,31,3,MID,55,8,270,0,0,0,8,0,0,0,0,0,0,0,51,47.8,58.4,2.0,10.9,3,0.00,0.32,0.32,6.47,2.7,2.7,0.9,a,7,11,11,29
211,Yeremy,Yéremy,Pino Santos,Crystal Palace,31,3,MID,55,11,190,0,2,0,5,0,0,0,0,0,0,0,56,20.8,83.1,21.0,12.5,2,0.36,0.39,0.75,5.29,3.7,3.7,0.3,a,5,12,3,20
212,Hughes,Will,Hughes,Crystal Palace,31,3,MID,45,1,16,0,0,0,0,0,0,0,0,0,0,0,3,2.4,0.3,0.0,0.3,0,0.00,0.00,0.00,0.57,0.3,1.0,9.0,a,0,1,2,3
213,Lerma,Jefferson,Lerma Solís,Crystal Palace,31,3,MID,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,a,0,0,0,0
214,Kamada,Daichi,Kamada,Crystal Palace,31,3,MID,50,10,268,0,1,0,8,0,0,0,1,0,0,0,67,57.6,55.3,13.0,12.6,3,0.05,0.30,0.35,6.34,3.3,3.3,0.3,a,9,14,4,27
215,Devenny,Justin,Devenny,Crystal Palace,31,3,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
216,Esse,Romain,Esse,Crystal Palace,31,3,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
217,M.França,Matheus,França de Oliveira,Crystal Palace,31,3,MID,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
218,Doucouré,Cheick,Doucouré,Crystal Palace,31,3,MID,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,a,0,0,0,0
219,J.Rak-Sakyi,Jesurun,Rak-Sakyi,Crystal Palace,31,3,MID,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
220,Cardines,Rio,Cardines,Crystal Palace,31,2,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
221,Drakes-Thomas,Joél,Drakes-Thomas,Crystal Palace,31,3,MID,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,a,0,0,0,0
222,Strand Larsen,Jørgen,Strand Larsen,Crystal Palace,31,4,FWD,60,4,134,0,0,0,3,0,0,0,0,0,0,0,20,8.6,4.6,21.0,3.5,1,0.30,0.01,0.31,3.69,1.3,1.3,0.5,a,1,4,3,8
223,Mateta,Jean-Philippe,Mateta,Crystal Palace,31,4,FWD,64,2,62,0,0,0,2,0,0,0,0,0,0,0,-3,1.4,12.3,11.0,2.5,1,0.70,0.02,0.72,0.98,0.7,2.0,2.0,i,2,2,1,5
224,Nketiah,Eddie,Nketiah,Crystal Palace,31,4,FWD,55,7,167,0,1,0,7,0,0,0,0,0,0,0,36,34.2,45.8,50.0,13.0,3,1.10,0.58,1.68,4.45,2.3,2.3,0.6,a,4,5,2,11
225,Uche,Christantus,Uche,Crystal Palace,31,4,FWD,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,u,0,0,0,0
241,McNeil,Dwight,McNeil,Crystal Palace,31,3,MID,54,3,84,0,0,0,3,0,0,0,0,0,0,0,13,10.0,5.0,2.0,1.7,1,0.05,0.02,0.07,1.18,1.0,1.5,0.1,a,0,3,4,7
555,Matthews,Remi,Matthews,Crystal Palace,31,1,GKP,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,1.8,a,0,0,0,0
577,Tomiyasu,Takehiro,Tomiyasu,Crystal Palace,31,2,DEF,45,2,91,0,0,0,3,0,0,0,0,0,0,0,0,15.0,3.7,2.0,2.1,1,0.00,0.01,0.01,2.15,0.7,1.0,0.3,a,1,4,8,9
588,Khalaili,Anan,Khalaili,Crystal Palace,31,2,DEF,50,6,199,0,0,0,5,0,0,0,1,0,0,0,27,72.0,30.3,15.0,11.8,2,0.74,0.17,0.91,5.42,2.0,2.0,0.2,a,17,11,16,33
595,Gozo,Zavier,Gozo,Crystal Palace,31,3,MID,50,1,22,0,0,0,1,0,0,0,0,0,0,0,3,1.4,1.3,0.0,0.3,0,0.00,0.00,0.00,0.20,0.3,1.0,0.0,a,1,0,0,1
633,Ahanor,Honest,Ahanor,Crystal Palace,31,2,DEF,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
643,Chilwell,Ben,Chilwell,Crystal Palace,31,2,DEF,45,7,16,1,0,0,0,0,0,0,0,0,0,0,20,33.2,0.7,17.0,5.1,0,0.15,0.00,0.15,0.57,7.0,7.0,0.3,a,0,0,0,0
644,Timber,Quinten,Timber,Crystal Palace,31,3,MID,50,2,73,0,0,0,2,0,0,0,0,0,0,0,8,4.2,0.2,1.0,0.5,1,0.02,0.00,0.02,2.57,2.0,2.0,0.0,a,1,3,2,6
647,Osorio,Darío,Osorio,Crystal Palace,31,3,MID,55,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2.0,0.3,0.0,0.2,0,0.00,0.00,0.00,0.13,1.0,1.0,0.0,a,1,0,0,1
21,Nørgaard,Christian,Nørgaard,Everton,11,3,MID,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.1,i,0,0,0,0
209,Johnson,Brennan,Johnson,Everton,11,3,MID,59,3,99,0,0,0,1,0,0,0,1,0,0,0,7,11.8,23.2,9.0,4.4,1,0.05,0.04,0.09,2.24,1.0,1.0,0.1,a,2,5,5,12
226,Pickford,Jordan,Pickford,Everton,11,1,GKP,55,11,270,0,0,1,3,0,0,0,0,0,9,0,62,72.6,0.0,0.0,7.3,3,0.00,0.02,0.02,4.81,3.7,3.7,8.6,a,0,35,4,0
227,Travers,Mark,Travers,Everton,11,1,GKP,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
228,King,Tom,King,Everton,11,1,GKP,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.0,a,0,0,0,0
229,Tarkowski,James,Tarkowski,Everton,11,2,DEF,60,21,270,1,0,1,3,0,0,0,0,0,0,2,63,94.4,13.1,29.0,13.6,3,0.17,0.02,0.19,4.81,7.0,7.0,11.2,a,5,10,26,31
230,Branthwaite,Jarrad,Branthwaite,Everton,11,2,DEF,55,13,270,0,0,1,3,0,0,0,0,0,0,0,43,82.8,2.9,73.0,15.8,3,0.17,0.02,0.19,4.81,4.3,4.3,1.8,a,4,9,27,31
231,Keane,Michael,Keane,Everton,11,2,DEF,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,1.0,a,0,0,0,0
232,O'Brien,Jake,O'Brien,Everton,11,2,DEF,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0.0,0.0,0.3,a,0,0,0,0
233,Mykolenko,Vitalii,Mykolenko,Everton,11,2,DEF,45,11,270,0,0,1,3,0,0,0,0,0,0,0,42,62.4,17.3,2.0,8.2,3,0.00,0.07,0.07,4.81,3.7,3.7,1.9,a,4,15,18,22
